From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),RF (mm),AT (degree C),Xylene (ug/m3)
2021-08-14 21:00:00,2021-08-14 22:00:00,11.75,36.75,5.03,7.97,8.3,6.3,4.6,1.65,4.45,0.0,0.0,29.5,91.0,0.3,69.5,22.5,713.0,0.0,0.0,28.2,0.0
2021-08-14 22:00:00,2021-08-14 23:00:00,11.0,33.25,4.38,5.38,6.43,6.05,5.62,1.6,1.7,0.0,0.0,28.88,86.25,0.38,226.25,22.0,713.0,0.0,0.0,28.38,0.0
2021-08-14 23:00:00,2021-08-15 00:00:00,9.5,29.0,2.27,1.18,2.45,5.05,5.97,1.5,2.38,0.0,0.0,28.62,80.75,0.6,265.5,22.0,713.0,0.0,0.0,28.48,0.0
2021-08-15 00:00:00,2021-08-15 01:00:00,4.0,14.5,2.2,0.9,2.27,4.7,5.83,1.48,2.42,0.0,0.0,28.57,81.25,0.33,253.75,22.0,713.0,0.0,0.0,28.08,0.0
2021-08-15 01:00:00,2021-08-15 02:00:00,1.0,17.0,2.12,0.82,2.15,4.72,4.23,1.47,2.15,0.0,0.0,28.55,82.25,0.3,247.5,22.0,713.25,0.0,0.0,27.75,0.0
2021-08-15 02:00:00,2021-08-15 03:00:00,,18.0,2.1,0.95,2.2,5.22,2.62,1.48,2.7,0.0,0.0,28.52,84.5,0.3,242.5,22.5,713.5,0.0,0.0,27.5,0.0
2021-08-15 03:00:00,2021-08-15 04:00:00,2.0,11.0,2.2,1.22,2.45,6.45,2.75,1.51,2.93,0.0,0.0,28.83,86.75,0.3,247.0,22.0,714.0,0.0,0.0,27.23,0.0
2021-08-15 04:00:00,2021-08-15 05:00:00,2.25,12.75,2.42,0.83,2.4,5.4,2.72,1.59,2.65,0.0,0.0,28.48,87.5,0.32,260.25,22.0,714.0,0.0,0.0,27.2,0.0
2021-08-15 05:00:00,2021-08-15 06:00:00,3.0,25.0,2.35,0.68,2.25,5.78,3.85,1.54,1.97,0.0,0.0,28.88,88.25,0.3,261.5,22.25,714.0,0.0,0.0,27.23,0.0
2021-08-15 06:00:00,2021-08-15 07:00:00,4.75,25.5,2.65,3.6,4.08,7.38,7.82,1.57,2.35,0.0,0.0,28.73,88.75,0.35,264.25,30.25,713.75,0.0,0.0,27.43,0.0
2021-08-15 07:00:00,2021-08-15 08:00:00,9.25,39.5,2.6,2.82,3.62,7.5,8.0,1.6,1.95,0.0,0.0,28.6,85.5,0.6,275.5,77.5,713.0,0.0,0.0,28.12,0.0
2021-08-15 08:00:00,2021-08-15 09:00:00,6.75,25.0,2.5,0.85,2.53,5.8,5.1,1.52,2.12,0.0,0.0,28.52,80.75,0.65,276.75,152.25,711.75,0.0,0.0,28.75,0.0
2021-08-15 09:00:00,2021-08-15 10:00:00,6.5,29.25,2.65,0.38,2.4,5.43,3.15,1.5,2.7,0.0,0.0,28.7,73.75,0.8,282.25,269.0,710.75,0.0,0.0,29.73,0.0
2021-08-15 10:00:00,2021-08-15 11:00:00,7.25,23.5,2.52,0.3,2.1,6.25,3.1,2.68,2.9,0.0,0.0,29.12,70.25,0.78,281.5,273.5,710.0,0.0,0.0,30.38,0.0
2021-08-15 11:00:00,2021-08-15 12:00:00,4.5,20.5,2.45,,2.0,7.5,1.65,1.74,2.4,0.0,0.0,29.12,68.5,0.8,278.0,309.5,710.25,0.0,0.0,30.65,0.0
2021-08-15 12:00:00,2021-08-15 13:00:00,3.0,17.75,2.53,0.45,2.1,6.2,1.65,1.82,2.65,0.0,0.0,29.08,66.5,0.7,279.0,343.25,709.25,0.0,0.0,31.2,0.0
2021-08-15 13:00:00,2021-08-15 14:00:00,2.75,24.0,2.02,,1.35,6.03,2.45,1.73,3.3,0.0,0.0,29.35,63.25,0.6,278.5,329.5,709.0,0.0,0.0,31.9,0.0
2021-08-15 14:00:00,2021-08-15 15:00:00,2.0,25.75,2.22,,1.32,6.07,3.92,1.72,2.45,0.0,0.0,29.52,64.5,0.6,278.25,208.75,709.25,0.0,0.0,31.7,0.0
2021-08-15 15:00:00,2021-08-15 16:00:00,3.0,19.25,2.1,,1.27,5.12,4.25,1.73,2.58,0.0,0.0,28.5,66.5,0.55,253.0,323.5,708.5,0.0,0.0,31.57,0.0
2021-08-15 16:00:00,2021-08-15 17:00:00,6.0,11.0,2.28,,1.48,4.95,4.3,1.77,2.6,0.0,0.0,28.42,65.75,0.65,274.5,149.5,709.25,0.0,0.0,31.52,0.0
2021-08-15 17:00:00,2021-08-15 18:00:00,6.0,11.0,1.97,0.85,1.87,6.03,4.27,1.9,2.9,0.0,0.0,28.33,72.0,0.57,275.33,49.0,711.0,0.0,0.0,30.3,0.0
2021-08-15 18:00:00,2021-08-15 19:00:00,4.5,13.5,2.0,0.75,1.77,5.93,2.27,1.75,2.9,0.0,0.0,29.05,74.75,0.33,257.75,22.5,711.75,0.0,0.0,29.7,0.0
2021-08-15 19:00:00,2021-08-15 20:00:00,3.0,6.0,2.03,0.3,1.7,6.15,1.65,1.33,2.45,0.0,0.0,28.9,79.5,0.3,261.5,22.0,712.0,0.0,0.0,29.05,0.0
2021-08-15 20:00:00,2021-08-15 21:00:00,2.75,5.75,2.0,0.38,1.82,6.38,4.82,1.5,2.3,0.0,0.0,28.88,80.25,0.3,250.25,22.0,712.0,0.0,0.0,28.98,0.0
2021-08-15 21:00:00,2021-08-15 22:00:00,2.0,5.5,1.7,0.2,1.3,6.1,5.5,1.51,3.03,0.0,0.0,29.25,82.0,0.3,232.5,22.0,712.5,0.0,0.0,28.73,0.0
2021-08-15 22:00:00,2021-08-15 23:00:00,2.0,7.0,2.05,0.2,1.63,5.83,6.78,1.5,1.6,0.0,0.0,28.93,82.5,0.4,251.5,22.0,712.25,0.0,0.0,28.43,0.0
2021-08-15 23:00:00,2021-08-16 00:00:00,,,2.13,0.33,1.9,4.93,7.23,1.58,2.7,0.0,0.0,28.3,89.67,0.43,250.0,22.0,714.0,0.0,0.33,27.57,0.0
2021-08-16 00:00:00,2021-08-16 01:00:00,1.0,5.0,1.95,,1.38,4.62,5.38,1.5,2.25,0.0,0.0,28.18,89.25,0.4,261.25,22.0,713.75,0.0,0.0,27.6,0.0
2021-08-16 01:00:00,2021-08-16 02:00:00,,7.0,1.7,,1.27,5.03,4.7,1.09,1.97,0.0,0.0,28.37,87.67,0.6,271.67,22.0,714.0,0.0,0.0,27.5,0.0
2021-08-16 02:00:00,2021-08-16 03:00:00,3.0,12.75,1.82,0.45,1.42,5.8,3.3,1.14,2.15,0.0,0.0,28.58,88.25,0.7,273.5,22.75,714.5,0.0,0.0,27.12,0.0
2021-08-16 03:00:00,2021-08-16 04:00:00,2.75,17.0,1.7,0.43,1.58,8.4,3.95,1.12,3.57,0.0,0.0,28.85,91.5,0.62,277.0,23.0,715.0,0.0,0.0,26.75,0.0
2021-08-16 04:00:00,2021-08-16 05:00:00,2.0,16.75,1.77,1.73,2.38,7.02,4.83,1.14,2.45,0.0,0.0,28.42,92.0,0.58,270.0,23.0,715.0,0.0,0.0,26.7,0.0
2021-08-16 05:00:00,2021-08-16 06:00:00,3.0,23.25,2.02,0.73,2.0,6.8,6.75,1.09,2.88,0.0,0.0,28.6,92.0,0.62,273.25,23.0,715.0,0.0,0.0,26.72,0.0
2021-08-16 06:00:00,2021-08-16 07:00:00,7.25,17.5,2.2,2.25,2.98,7.6,10.68,1.09,1.3,0.0,0.0,28.9,92.0,0.6,273.0,24.75,715.0,0.0,0.25,26.83,0.0
2021-08-16 07:00:00,2021-08-16 08:00:00,11.5,18.25,2.33,3.15,3.55,7.23,10.3,1.38,1.93,0.0,0.0,28.55,91.75,0.6,274.75,47.75,715.0,0.0,0.0,27.03,0.0
2021-08-16 08:00:00,2021-08-16 09:00:00,11.5,23.25,2.62,1.9,3.15,6.62,8.45,1.35,1.95,0.0,0.0,28.48,90.0,0.7,281.25,85.75,714.0,0.0,0.0,27.48,0.0
2021-08-16 09:00:00,2021-08-16 10:00:00,7.0,18.0,2.42,1.82,2.92,5.5,7.0,1.33,2.15,0.0,0.0,28.6,87.75,0.73,290.75,71.0,714.0,0.0,0.0,27.83,0.0
2021-08-16 10:00:00,2021-08-16 11:00:00,3.0,12.0,2.88,1.3,3.05,6.45,6.7,2.27,2.17,0.0,0.0,29.12,84.0,0.6,269.25,133.5,712.75,0.0,0.0,28.27,0.0
2021-08-16 11:00:00,2021-08-16 12:00:00,4.33,14.67,2.55,1.0,2.65,7.5,4.0,1.19,1.93,0.0,0.0,29.1,81.33,0.6,284.0,107.33,712.0,0.0,0.0,28.53,0.0
2021-08-16 12:00:00,2021-08-16 13:00:00,6.5,18.5,2.0,0.4,1.7,6.97,4.33,1.29,2.25,0.0,0.0,29.05,82.25,0.65,277.0,140.25,712.25,0.0,0.0,28.5,0.0
2021-08-16 13:00:00,2021-08-16 14:00:00,5.25,15.5,2.6,0.7,2.1,5.92,2.7,1.26,2.7,0.0,0.0,28.85,84.0,0.57,292.5,103.25,712.75,0.0,0.0,28.45,0.0
2021-08-16 14:00:00,2021-08-16 15:00:00,6.25,20.5,2.25,0.72,2.23,6.18,4.62,1.24,1.83,0.0,0.0,29.02,81.25,0.65,288.25,112.75,712.0,0.0,0.0,28.9,0.0
2021-08-16 15:00:00,2021-08-16 16:00:00,8.75,20.75,2.0,0.22,1.75,5.3,4.97,1.29,2.55,0.0,0.0,28.2,78.0,0.68,290.0,142.5,711.0,0.0,0.0,29.4,0.0
2021-08-16 16:00:00,2021-08-16 17:00:00,12.5,17.25,2.3,0.5,1.9,5.03,5.82,1.33,2.4,0.0,0.0,28.18,78.25,0.65,288.25,104.5,711.0,0.0,0.0,29.4,0.0
2021-08-16 17:00:00,2021-08-16 18:00:00,10.5,22.5,2.33,1.12,2.42,5.08,6.33,1.34,3.05,0.0,0.0,28.12,79.5,0.62,290.5,53.5,712.0,0.0,0.0,29.23,0.0
2021-08-16 18:00:00,2021-08-16 19:00:00,16.25,35.5,2.5,2.95,3.65,5.55,5.83,1.44,2.15,0.0,0.0,28.9,80.5,0.53,285.5,22.5,712.25,0.0,0.0,29.0,0.0
2021-08-16 19:00:00,2021-08-16 20:00:00,10.0,34.5,1.93,5.6,4.55,6.1,5.67,1.49,1.95,0.0,0.0,28.92,82.5,0.4,290.5,22.0,713.0,0.0,0.0,28.62,0.0
2021-08-16 20:00:00,2021-08-16 21:00:00,8.25,33.25,2.12,4.8,4.25,6.45,5.0,1.5,2.48,0.0,0.0,28.85,85.5,0.33,295.75,22.0,713.0,0.0,0.0,28.45,0.0
2021-08-16 21:00:00,2021-08-16 22:00:00,11.0,25.0,2.23,4.15,4.02,6.05,4.95,1.5,2.28,0.0,0.0,28.97,86.5,0.3,287.75,22.0,712.75,0.0,0.0,28.28,0.0
2021-08-16 22:00:00,2021-08-16 23:00:00,8.75,27.25,2.4,4.95,4.6,6.05,6.47,1.35,1.13,0.0,0.0,29.12,86.5,0.3,261.25,22.0,713.0,0.0,0.0,28.07,0.0
2021-08-16 23:00:00,2021-08-17 00:00:00,15.25,38.5,2.65,8.85,6.88,7.35,9.62,1.28,1.65,0.0,0.0,28.27,87.75,0.3,258.0,22.0,713.0,0.0,0.0,28.08,0.0
2021-08-17 00:00:00,2021-08-17 01:00:00,26.75,48.0,1.9,6.8,5.15,6.3,4.3,1.23,1.77,0.0,0.0,28.15,87.75,0.47,291.5,22.0,713.0,0.0,0.0,28.05,0.0
2021-08-17 01:00:00,2021-08-17 02:00:00,20.0,32.75,1.7,3.43,3.2,5.6,2.0,1.33,2.17,0.0,0.0,28.18,87.5,0.62,288.5,22.0,713.5,0.0,0.0,27.75,0.0
2021-08-17 02:00:00,2021-08-17 03:00:00,11.0,23.5,2.1,1.62,2.6,5.32,1.15,1.38,2.65,0.0,0.0,28.58,91.0,0.5,291.25,22.5,714.0,0.0,0.0,27.38,0.0
2021-08-17 03:00:00,2021-08-17 04:00:00,11.25,28.75,2.35,3.25,3.7,7.33,1.65,1.43,4.53,0.0,0.0,28.8,92.0,0.35,267.5,22.5,714.25,0.0,0.25,27.3,0.0
2021-08-17 04:00:00,2021-08-17 05:00:00,13.0,37.0,2.5,3.95,4.12,7.8,5.8,1.45,2.25,0.0,0.0,28.42,91.75,0.5,271.75,23.0,714.0,0.0,0.0,27.4,0.0
2021-08-17 05:00:00,2021-08-17 06:00:00,17.5,29.5,2.38,2.33,3.15,7.42,8.15,1.43,2.0,0.0,0.0,28.42,91.0,0.35,271.0,23.0,714.0,0.0,0.0,27.3,0.0
2021-08-17 06:00:00,2021-08-17 07:00:00,20.75,35.0,2.08,3.55,3.58,7.62,10.0,1.44,1.83,0.0,0.0,28.82,91.0,0.3,259.0,22.75,713.75,0.0,0.0,27.4,0.0
2021-08-17 07:00:00,2021-08-17 08:00:00,13.5,31.75,2.0,1.93,2.67,6.12,9.45,1.51,1.8,0.0,0.0,28.22,90.5,0.3,254.5,31.0,713.25,0.0,0.0,27.68,0.0
2021-08-17 08:00:00,2021-08-17 09:00:00,3.0,13.0,2.65,0.88,2.62,5.3,4.3,1.56,2.08,0.0,0.0,28.25,89.75,0.32,258.5,53.75,714.0,0.0,0.0,27.93,0.0
2021-08-17 09:00:00,2021-08-17 10:00:00,3.75,14.25,2.48,0.55,2.33,5.38,3.65,1.69,1.9,0.0,0.0,28.18,88.25,0.5,268.0,58.75,714.0,0.0,0.0,28.1,0.0
2021-08-17 10:00:00,2021-08-17 11:00:00,7.0,21.0,2.65,2.52,3.5,8.25,5.3,2.79,2.8,0.0,0.0,29.35,87.5,0.53,272.0,62.25,714.0,0.0,0.0,28.2,0.0
2021-08-17 11:00:00,2021-08-17 12:00:00,10.67,27.33,2.2,3.1,3.4,8.6,3.95,1.71,2.17,0.0,0.0,29.5,86.67,0.5,264.0,93.0,713.33,0.0,0.0,28.53,0.0
2021-08-17 12:00:00,2021-08-17 13:00:00,10.75,20.0,3.47,4.37,5.13,6.77,8.18,1.75,2.38,0.0,0.0,29.5,85.0,0.55,262.75,104.5,713.0,0.0,0.0,28.82,0.0
2021-08-17 13:00:00,2021-08-17 14:00:00,6.0,14.0,3.08,2.15,3.62,5.98,3.15,1.78,2.35,0.0,0.0,29.15,88.0,0.4,242.5,64.75,713.75,0.0,0.0,28.35,0.0
2021-08-17 14:00:00,2021-08-17 15:00:00,2.75,12.75,3.08,1.17,3.12,6.75,6.05,1.8,3.23,0.0,0.0,29.78,90.0,0.3,229.25,102.75,713.5,0.0,0.0,28.25,0.0
2021-08-17 15:00:00,2021-08-17 16:00:00,1.75,10.0,2.23,1.38,2.52,5.72,3.67,1.82,2.08,0.0,0.0,28.73,89.25,0.45,254.5,87.0,713.0,0.0,0.25,28.6,0.0
2021-08-17 16:00:00,2021-08-17 17:00:00,4.0,14.5,2.28,1.95,2.88,5.92,2.9,1.78,2.38,0.0,0.0,28.6,90.25,0.45,273.5,53.75,714.0,0.0,0.0,28.45,0.0
2021-08-17 17:00:00,2021-08-17 18:00:00,12.5,19.75,2.12,3.55,3.6,6.65,2.27,1.81,1.88,0.0,0.0,28.55,91.0,0.53,285.75,29.0,714.0,0.0,0.0,28.05,0.0
2021-08-17 18:00:00,2021-08-17 19:00:00,10.0,20.5,1.6,5.88,4.43,5.35,1.85,1.89,2.7,0.0,0.0,28.67,91.25,0.33,298.25,22.75,714.0,0.0,0.0,27.75,0.0
2021-08-17 19:00:00,2021-08-17 20:00:00,6.5,16.25,1.75,5.65,4.4,6.1,0.3,1.84,2.7,0.0,0.0,28.48,92.0,0.38,282.0,23.0,714.5,0.0,0.25,27.7,0.0
2021-08-17 20:00:00,2021-08-17 21:00:00,5.5,17.25,2.15,2.7,3.22,6.82,3.0,1.62,2.7,0.0,0.0,28.52,92.0,0.38,245.25,23.0,715.0,0.0,0.0,27.42,0.0
2021-08-17 21:00:00,2021-08-17 22:00:00,6.0,18.0,1.9,0.78,1.92,6.25,3.12,1.41,2.15,0.0,0.0,28.6,92.0,0.3,228.75,23.0,714.75,0.0,0.0,27.27,0.0
2021-08-17 22:00:00,2021-08-17 23:00:00,3.0,1.0,2.27,0.4,1.87,6.15,5.1,1.33,2.5,0.0,0.0,29.08,92.0,0.3,241.25,23.0,715.0,0.0,0.0,27.3,0.0
2021-08-17 23:00:00,2021-08-18 00:00:00,6.0,4.75,1.82,1.03,1.88,6.23,6.22,1.34,2.0,0.0,0.0,28.68,92.5,0.6,271.25,23.0,715.0,0.0,0.0,27.23,0.0
2021-08-18 00:00:00,2021-08-18 01:00:00,6.5,18.0,2.12,2.03,2.8,6.55,3.93,1.34,2.02,0.0,0.0,28.55,92.0,0.38,265.25,23.0,715.0,0.0,0.0,27.27,0.0
2021-08-18 01:00:00,2021-08-18 02:00:00,8.0,25.25,2.38,4.12,4.12,6.95,2.22,1.36,2.2,0.0,0.0,28.55,92.5,0.4,279.0,23.0,715.0,0.0,0.0,27.17,0.0
2021-08-18 02:00:00,2021-08-18 03:00:00,10.5,30.0,2.38,4.25,4.15,7.9,2.75,1.44,3.05,0.0,0.0,28.75,93.0,0.3,255.75,23.0,715.0,0.0,0.25,27.18,0.0
2021-08-18 03:00:00,2021-08-18 04:00:00,16.25,29.25,2.58,1.2,2.72,7.55,1.65,1.37,4.0,0.0,0.0,28.9,93.0,0.45,257.0,23.0,715.0,0.0,0.0,27.3,0.0
2021-08-18 04:00:00,2021-08-18 05:00:00,10.25,16.5,2.12,,1.23,6.25,3.12,1.38,2.65,0.0,0.0,28.5,92.5,0.53,256.25,23.0,715.0,0.0,0.25,27.23,0.0
2021-08-18 05:00:00,2021-08-18 06:00:00,8.5,13.0,1.88,,1.12,5.95,4.15,1.4,2.5,0.0,0.0,28.42,92.0,0.45,252.5,23.0,715.0,0.0,0.0,27.1,0.0
2021-08-18 06:00:00,2021-08-18 07:00:00,9.25,16.0,1.75,,1.2,6.12,6.53,1.33,1.95,0.0,0.0,29.07,91.0,0.53,262.0,27.75,715.0,0.0,0.0,27.15,0.0
2021-08-18 07:00:00,2021-08-18 08:00:00,7.25,15.5,1.88,0.27,1.6,5.6,7.88,1.32,1.9,0.0,0.0,28.62,89.5,0.58,259.0,77.0,714.25,0.0,0.0,27.42,0.0
2021-08-18 08:00:00,2021-08-18 09:00:00,7.5,14.0,2.0,0.1,1.38,4.97,5.17,1.33,1.78,0.0,0.0,28.55,85.5,0.62,259.25,145.25,713.5,0.0,0.0,27.97,0.0
2021-08-18 09:00:00,2021-08-18 10:00:00,5.0,12.75,2.07,,1.45,5.12,3.6,1.33,1.65,0.0,0.0,28.57,81.0,0.65,256.5,234.75,712.0,0.0,0.0,28.8,0.0
2021-08-18 10:00:00,2021-08-18 11:00:00,3.0,9.5,2.23,,1.65,5.8,3.45,2.48,2.27,0.0,0.0,29.2,77.75,0.67,260.5,159.5,712.0,0.0,0.0,29.32,0.0
2021-08-18 11:00:00,2021-08-18 12:00:00,4.75,11.25,1.85,,1.3,6.8,4.0,1.43,2.2,0.0,0.0,29.58,76.75,0.65,250.0,110.0,711.25,0.0,0.0,29.53,0.0
2021-08-18 12:00:00,2021-08-18 13:00:00,2.25,12.0,2.17,0.4,1.9,5.83,2.32,1.43,2.52,0.0,0.0,29.12,80.75,0.53,248.5,77.25,712.5,0.0,0.0,28.85,0.0
2021-08-18 13:00:00,2021-08-18 14:00:00,6.25,13.5,2.62,,1.95,5.25,0.5,1.41,2.48,0.0,0.0,28.73,82.0,0.6,254.75,122.75,712.5,0.0,0.0,28.82,0.0
2021-08-18 14:00:00,2021-08-18 15:00:00,6.5,19.0,2.25,0.4,1.57,5.85,2.73,1.32,2.2,0.0,0.0,29.25,80.5,0.57,269.25,108.25,711.75,0.0,0.0,29.17,0.0
2021-08-18 15:00:00,2021-08-18 16:00:00,5.75,22.25,2.85,4.05,4.47,6.22,3.15,1.37,2.45,0.0,0.0,28.85,88.75,0.68,282.5,59.5,713.5,0.0,0.25,28.02,0.0
2021-08-18 16:00:00,2021-08-18 17:00:00,8.0,23.0,2.42,1.67,2.9,5.62,2.6,1.43,2.27,0.0,0.0,28.63,87.75,0.47,259.0,96.5,713.0,0.0,0.0,28.55,0.0
2021-08-18 17:00:00,2021-08-18 18:00:00,7.0,31.0,2.45,2.0,3.05,5.67,1.78,1.41,1.65,0.0,0.0,28.55,83.75,0.55,281.5,44.75,712.75,0.0,0.0,28.93,0.0
2021-08-18 18:00:00,2021-08-18 19:00:00,7.25,31.75,1.75,2.4,2.72,6.52,3.2,1.46,2.75,0.0,0.0,28.75,83.0,0.6,273.5,22.0,713.0,0.0,0.0,28.55,0.0
2021-08-18 19:00:00,2021-08-18 20:00:00,10.5,31.0,2.03,2.97,3.23,7.0,3.55,1.48,2.45,0.0,0.0,28.87,84.25,0.5,273.0,22.0,713.0,0.0,0.0,28.32,0.0
2021-08-18 20:00:00,2021-08-18 21:00:00,17.75,26.0,2.1,4.1,3.9,8.88,7.85,1.5,2.25,0.0,0.0,28.85,85.5,0.33,257.75,22.0,712.5,0.0,0.0,28.12,0.0
2021-08-18 21:00:00,2021-08-18 22:00:00,14.5,33.0,2.68,2.53,3.5,7.02,6.97,1.48,2.12,0.0,0.0,28.83,87.75,0.3,256.0,22.0,711.0,0.0,0.0,28.0,0.0
2021-08-18 22:00:00,2021-08-18 23:00:00,7.0,18.0,2.27,1.97,2.9,6.6,6.5,1.43,1.7,0.0,0.0,29.2,89.0,0.3,256.0,22.0,711.0,0.0,0.0,27.97,0.0
2021-08-18 23:00:00,2021-08-19 00:00:00,7.0,17.0,2.37,4.13,4.13,5.93,7.73,1.43,2.1,0.0,0.0,28.5,89.33,0.3,255.0,22.0,711.0,0.0,0.0,27.97,0.0
2021-08-19 00:00:00,2021-08-19 01:00:00,10.0,16.5,1.52,3.48,3.08,5.28,6.72,1.36,1.5,0.0,0.0,28.15,89.25,0.3,234.0,22.0,712.75,0.0,0.0,27.9,0.0
2021-08-19 01:00:00,2021-08-19 02:00:00,8.75,18.25,1.9,1.55,2.38,4.88,6.17,1.28,2.62,0.0,0.0,28.15,87.0,0.3,228.5,22.0,713.0,0.0,0.0,27.95,0.0
2021-08-19 02:00:00,2021-08-19 03:00:00,4.0,16.0,1.9,0.62,1.85,4.9,5.85,1.34,2.1,0.0,0.0,28.48,88.25,0.33,220.5,22.25,713.5,0.0,0.0,27.68,0.0
2021-08-19 03:00:00,2021-08-19 04:00:00,1.0,5.33,1.97,,1.4,5.77,4.8,1.35,4.0,0.0,0.0,29.27,90.67,0.4,235.0,23.0,714.33,0.0,0.0,27.33,0.0
2021-08-19 04:00:00,2021-08-19 05:00:00,,2.0,1.72,0.15,1.38,4.95,3.72,1.33,2.35,0.0,0.0,28.92,92.5,0.38,246.25,23.0,715.0,0.0,0.0,27.17,0.0
2021-08-19 05:00:00,2021-08-19 06:00:00,,5.0,1.62,,1.12,5.2,3.6,1.3,2.15,0.0,0.0,28.85,92.0,0.5,250.75,23.0,715.0,0.0,0.0,27.1,0.0
2021-08-19 06:00:00,2021-08-19 07:00:00,,4.5,2.08,0.2,1.6,5.3,4.42,1.24,1.9,0.0,0.0,29.23,91.0,0.57,257.0,31.5,714.75,0.0,0.0,27.27,0.0
2021-08-19 07:00:00,2021-08-19 08:00:00,,4.0,2.35,,1.4,5.27,4.67,1.23,2.02,0.0,0.0,28.8,87.0,0.77,268.5,101.75,713.5,0.0,0.0,27.88,0.0
2021-08-19 08:00:00,2021-08-19 09:00:00,2.0,7.5,2.75,,1.6,4.85,3.8,1.24,1.95,0.0,0.0,28.52,81.5,0.9,273.75,195.5,712.25,0.0,0.0,28.65,0.0
2021-08-19 09:00:00,2021-08-19 10:00:00,2.0,9.5,1.8,,1.05,5.15,3.33,1.23,2.2,0.0,0.0,28.5,78.25,0.9,266.75,193.25,711.5,0.0,0.0,29.15,0.0
2021-08-19 10:00:00,2021-08-19 11:00:00,1.75,12.5,1.9,,1.25,5.4,3.0,2.32,2.6,0.0,0.0,28.97,75.75,0.83,263.75,218.25,711.0,0.0,0.0,29.62,0.0
2021-08-19 11:00:00,2021-08-19 12:00:00,1.25,16.75,2.4,,1.35,5.75,3.4,1.28,2.3,0.0,0.0,29.12,74.0,0.85,265.0,175.75,711.0,0.0,0.0,29.88,0.0
2021-08-19 12:00:00,2021-08-19 13:00:00,3.0,19.5,1.17,0.65,1.13,5.17,2.27,1.3,2.42,0.0,0.0,29.0,73.0,0.85,265.75,150.0,711.0,0.0,0.0,29.98,0.0
2021-08-19 13:00:00,2021-08-19 14:00:00,6.0,30.0,2.25,,1.12,4.9,1.65,1.28,1.98,0.0,0.0,28.7,74.25,0.8,265.75,100.75,711.25,0.0,0.0,29.8,0.0
2021-08-19 14:00:00,2021-08-19 15:00:00,6.25,30.25,2.02,,1.2,5.45,1.55,1.22,2.42,0.0,0.0,29.03,73.5,0.82,265.5,148.25,711.0,0.0,0.0,29.82,0.0
2021-08-19 15:00:00,2021-08-19 16:00:00,8.5,30.75,2.2,,0.88,5.62,4.05,1.2,1.98,0.0,0.0,28.77,74.75,0.75,269.25,121.75,711.0,0.0,0.0,29.68,0.0
2021-08-19 16:00:00,2021-08-19 17:00:00,12.5,30.75,1.82,,1.12,5.08,3.7,1.2,2.0,0.0,0.0,28.23,73.75,0.77,273.75,91.0,711.0,0.0,0.0,29.87,0.0
2021-08-19 17:00:00,2021-08-19 18:00:00,11.25,32.5,1.77,0.3,1.18,5.05,4.97,1.19,2.32,0.0,0.0,28.07,75.25,0.62,266.75,34.5,711.25,0.0,0.0,29.7,0.0
2021-08-19 18:00:00,2021-08-19 19:00:00,11.0,34.75,2.58,1.53,2.65,5.73,5.45,1.23,2.5,0.0,0.0,28.3,76.25,0.68,277.25,22.0,712.0,0.0,0.0,29.37,0.0
2021-08-19 19:00:00,2021-08-19 20:00:00,7.75,41.25,1.7,2.22,2.6,5.95,4.58,1.26,2.52,0.0,0.0,28.88,81.5,0.78,283.75,22.0,712.75,0.0,0.0,28.6,0.0
2021-08-19 20:00:00,2021-08-19 21:00:00,9.5,27.75,1.82,3.3,3.28,6.75,6.8,1.26,2.02,0.0,0.0,28.9,84.5,0.6,279.25,22.0,713.0,0.0,0.0,28.2,0.0
2021-08-19 21:00:00,2021-08-19 22:00:00,13.25,30.0,2.0,4.62,4.08,6.53,7.32,1.28,1.8,0.0,0.0,28.88,83.75,0.53,282.75,22.0,713.0,0.0,0.0,28.28,0.0
2021-08-19 22:00:00,2021-08-19 23:00:00,4.5,35.25,2.45,6.82,5.62,6.0,6.6,1.3,1.9,0.0,0.0,29.07,86.25,0.33,273.25,22.0,713.0,0.0,0.0,27.98,0.0
2021-08-19 23:00:00,2021-08-20 00:00:00,14.5,60.25,3.2,8.2,6.98,6.35,8.55,1.31,1.73,0.0,0.0,28.68,87.25,0.3,275.25,22.0,713.0,0.0,0.0,27.93,0.0
2021-08-20 00:00:00,2021-08-20 01:00:00,20.5,79.75,3.0,8.88,7.2,7.7,9.58,1.31,1.85,0.0,0.0,28.13,88.0,0.3,263.0,22.0,713.25,0.0,0.0,27.73,0.0
2021-08-20 01:00:00,2021-08-20 02:00:00,12.75,48.5,2.62,3.08,3.77,6.1,5.92,1.32,2.4,0.0,0.0,28.1,89.0,0.3,251.75,22.0,713.0,0.0,0.0,27.63,0.0
2021-08-20 02:00:00,2021-08-20 03:00:00,6.0,26.0,2.07,3.2,3.37,5.5,3.87,1.29,2.0,0.0,0.0,28.33,88.67,0.3,248.33,22.33,713.67,0.0,0.0,27.73,0.0
