From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),RF (mm),AT (degree C),Xylene (ug/m3)
2017-03-01 00:00:00,2017-03-01 01:00:00,65.75,178.0,4.7,40.4,25.35,,18.35,1.44,19.3,1.35,10.27,29.85,55.5,0.3,246.0,16.0,719.0,0.0,0.0,27.3,1.82
2017-03-01 01:00:00,2017-03-01 02:00:00,63.5,157.25,4.15,39.57,24.45,,14.82,1.57,14.4,1.08,8.9,29.95,58.5,0.3,197.0,16.5,719.0,0.0,0.0,26.8,1.92
2017-03-01 02:00:00,2017-03-01 03:00:00,67.0,167.0,4.4,39.6,24.62,,13.55,1.57,60.7,0.88,8.42,29.15,59.25,0.3,196.0,16.25,719.0,0.0,0.0,25.93,1.85
2017-03-01 03:00:00,2017-03-01 04:00:00,65.0,165.5,5.82,42.05,27.1,,13.93,1.45,11.37,0.72,7.93,28.47,54.75,0.33,196.75,16.0,719.0,0.0,0.0,26.07,1.65
2017-03-01 04:00:00,2017-03-01 05:00:00,66.25,160.5,8.4,40.27,28.23,,12.8,1.46,3.7,0.6,7.62,28.4,56.75,0.3,197.0,16.0,719.25,0.0,0.0,25.82,1.65
2017-03-01 05:00:00,2017-03-01 06:00:00,61.0,158.0,7.18,38.2,26.15,,13.25,1.52,6.3,0.6,7.65,28.35,58.5,0.3,197.0,16.0,719.75,0.0,0.0,25.3,1.92
2017-03-01 06:00:00,2017-03-01 07:00:00,60.5,164.0,8.85,38.2,27.55,,13.4,1.4,2.53,0.58,7.95,29.43,62.0,0.3,197.0,18.5,720.0,0.0,0.0,24.92,2.25
2017-03-01 07:00:00,2017-03-01 08:00:00,64.75,216.5,16.97,37.0,33.5,,13.65,1.53,7.42,0.6,8.12,29.7,57.75,0.3,197.0,75.0,717.0,0.0,0.0,26.8,2.45
2017-03-01 08:00:00,2017-03-01 09:00:00,90.0,310.25,21.17,45.75,41.6,,16.48,1.85,26.95,0.63,7.93,29.92,51.0,0.57,153.75,150.0,712.75,0.05,0.0,30.98,2.25
2017-03-01 09:00:00,2017-03-01 10:00:00,105.5,329.0,5.95,46.73,29.7,,18.97,1.43,107.55,0.63,7.7,30.05,47.0,1.5,63.75,227.0,711.75,0.25,0.0,33.9,2.23
2017-03-01 10:00:00,2017-03-01 11:00:00,74.75,212.25,1.08,27.15,15.3,,14.65,0.95,,0.38,4.33,30.8,43.0,1.85,65.25,350.5,712.0,0.3,0.0,35.12,1.38
2017-03-01 11:00:00,2017-03-01 12:00:00,56.25,152.25,4.15,16.03,11.9,,,0.98,,0.25,2.5,30.55,37.5,2.23,55.75,440.0,711.0,0.3,0.0,36.08,0.88
2017-03-01 12:00:00,2017-03-01 13:00:00,45.0,125.0,0.07,8.9,4.33,,13.6,0.66,,0.1,2.07,31.77,35.0,2.03,63.33,460.33,711.0,0.3,0.0,36.8,0.37
2017-03-01 13:00:00,2017-03-01 14:00:00,39.0,110.75,0.2,8.9,4.9,,13.57,0.58,,0.1,2.02,31.03,35.0,2.0,64.75,428.0,710.75,0.4,0.0,37.27,0.28
2017-03-01 14:00:00,2017-03-01 15:00:00,38.25,107.75,0.13,9.0,4.85,,11.17,0.58,177.7,0.1,1.9,31.88,34.75,1.8,74.0,368.25,710.75,0.3,0.0,37.43,0.28
2017-03-01 15:00:00,2017-03-01 16:00:00,37.5,101.25,0.25,9.05,5.03,,12.9,0.52,196.28,0.1,2.28,30.45,35.25,1.85,69.25,264.5,710.75,0.3,0.0,37.28,0.3
2017-03-01 16:00:00,2017-03-01 17:00:00,42.25,101.75,0.55,9.5,5.48,,12.82,0.47,178.03,0.1,1.73,30.28,36.0,1.72,60.0,163.0,711.5,0.25,0.0,36.98,0.28
2017-03-01 17:00:00,2017-03-01 18:00:00,44.25,105.5,0.73,12.48,7.25,,12.45,0.57,144.42,0.1,2.32,30.03,36.25,1.33,73.25,57.5,712.5,0.15,0.0,36.15,0.33
2017-03-01 18:00:00,2017-03-01 19:00:00,48.0,122.25,0.8,15.53,8.9,,11.65,0.8,113.6,0.2,2.77,29.27,36.75,0.95,71.5,16.25,714.0,0.08,0.0,34.7,0.62
2017-03-01 19:00:00,2017-03-01 20:00:00,51.25,144.0,1.33,29.32,16.67,,10.68,1.03,75.17,0.25,3.38,28.03,39.25,1.25,70.5,16.0,714.25,0.13,0.0,33.82,1.22
2017-03-01 20:00:00,2017-03-01 21:00:00,63.33,175.0,1.23,36.97,20.63,,11.4,1.25,77.1,0.33,3.97,27.93,43.33,1.27,65.0,16.0,715.0,0.17,0.0,33.2,2.03
2017-03-01 21:00:00,2017-03-01 22:00:00,67.25,165.5,1.53,36.98,20.9,,9.43,1.31,78.27,0.35,4.07,27.9,46.5,0.8,65.5,16.0,715.5,0.05,0.0,32.35,2.25
2017-03-01 22:00:00,2017-03-01 23:00:00,66.0,168.0,1.65,40.45,22.88,,10.92,1.42,56.6,0.4,4.48,29.15,49.5,0.6,60.0,16.0,716.75,0.03,0.0,30.95,2.48
2017-03-01 23:00:00,2017-03-02 00:00:00,73.0,183.75,2.88,65.9,37.4,,11.27,1.72,25.03,0.48,5.35,29.68,49.25,0.67,60.75,16.0,717.0,0.0,0.0,30.9,3.07
2017-03-02 00:00:00,2017-03-02 01:00:00,84.0,208.25,3.07,48.5,28.32,,11.37,1.55,53.57,0.5,5.75,29.62,53.25,0.4,94.75,16.0,717.25,0.0,0.0,30.0,3.3
2017-03-02 01:00:00,2017-03-02 02:00:00,75.0,155.5,2.08,26.78,15.97,,12.85,1.19,79.42,0.45,5.52,29.72,57.25,0.45,98.75,16.0,717.75,-0.03,0.0,29.25,2.85
2017-03-02 02:00:00,2017-03-02 03:00:00,57.0,121.0,1.63,22.6,13.4,,14.97,1.09,73.27,0.4,5.53,29.23,58.33,0.43,98.67,16.0,717.67,0.0,0.0,28.8,2.1
2017-03-02 03:00:00,2017-03-02 04:00:00,64.75,136.0,1.75,18.88,11.45,,10.0,0.77,68.6,0.3,5.32,27.67,59.25,0.35,73.5,16.0,718.0,0.0,0.0,27.95,1.55
2017-03-02 04:00:00,2017-03-02 05:00:00,57.0,105.5,1.65,15.05,9.35,,8.85,0.66,83.95,0.2,4.78,27.32,59.5,0.35,71.0,16.0,718.25,0.0,0.0,27.35,1.3
2017-03-02 05:00:00,2017-03-02 06:00:00,55.5,104.5,1.88,14.3,9.12,,7.55,0.67,63.8,0.2,4.65,27.23,69.75,0.3,71.0,16.0,719.0,0.0,0.0,25.77,1.13
2017-03-02 06:00:00,2017-03-02 07:00:00,60.0,134.75,1.68,16.23,9.97,,11.4,0.99,59.07,0.23,4.65,28.57,71.25,0.3,71.0,17.5,719.75,0.0,0.0,25.2,1.0
2017-03-02 07:00:00,2017-03-02 08:00:00,60.0,142.25,2.4,18.1,11.57,,12.47,1.04,43.9,0.25,4.67,29.95,68.5,0.3,71.25,79.75,716.0,0.0,0.0,27.3,1.0
2017-03-02 08:00:00,2017-03-02 09:00:00,61.75,150.75,4.72,26.92,18.17,,17.55,0.95,80.4,0.28,4.65,29.75,49.25,0.75,135.25,151.5,712.75,0.0,0.0,31.0,1.08
2017-03-02 09:00:00,2017-03-02 10:00:00,64.0,145.75,1.92,17.22,10.75,,19.55,0.86,127.55,0.2,4.38,29.78,41.5,1.0,132.5,232.5,711.25,0.1,0.0,33.72,0.83
2017-03-02 10:00:00,2017-03-02 11:00:00,55.0,115.25,1.13,13.27,7.98,,14.5,0.74,160.4,0.2,3.85,30.25,37.75,1.38,137.25,353.0,711.0,0.13,0.0,35.38,0.67
2017-03-02 11:00:00,2017-03-02 12:00:00,54.75,117.0,3.65,11.55,9.1,,,0.86,,0.15,2.3,31.68,36.5,1.45,104.0,447.25,711.0,0.2,0.0,36.3,0.35
2017-03-02 12:00:00,2017-03-02 13:00:00,53.0,117.75,98.57,10.47,85.73,,14.98,0.66,,0.13,1.65,31.5,34.5,1.98,70.75,473.5,710.75,0.35,0.0,36.93,0.23
2017-03-02 13:00:00,2017-03-02 14:00:00,46.75,106.0,0.08,7.82,4.05,,11.67,0.69,,0.1,1.13,33.7,32.75,1.68,104.25,448.75,710.75,0.25,0.0,37.5,0.25
2017-03-02 14:00:00,2017-03-02 15:00:00,37.5,91.75,0.15,9.6,5.23,,11.53,0.64,,0.1,1.3,33.77,33.0,1.53,75.5,363.25,710.75,0.25,0.0,37.9,0.25
2017-03-02 15:00:00,2017-03-02 16:00:00,38.5,93.5,0.08,11.4,5.97,,6.12,0.64,,0.1,1.32,35.78,33.5,1.85,59.0,273.25,711.0,0.28,0.0,37.7,0.3
2017-03-02 16:00:00,2017-03-02 17:00:00,39.75,97.75,0.1,13.78,7.27,,4.4,0.76,,0.1,1.45,35.75,35.0,1.88,62.5,156.75,711.75,0.3,0.0,37.25,0.28
2017-03-02 17:00:00,2017-03-02 18:00:00,49.0,121.0,0.33,15.55,8.55,,10.02,0.69,146.85,0.1,2.17,30.47,36.0,2.0,64.0,57.75,712.75,0.35,0.0,36.17,0.33
2017-03-02 18:00:00,2017-03-02 19:00:00,52.75,142.0,0.45,19.4,10.67,,11.08,0.84,119.07,0.18,2.82,29.7,37.0,1.85,64.25,16.25,714.0,0.25,0.0,35.0,0.78
2017-03-02 19:00:00,2017-03-02 20:00:00,56.75,154.75,0.85,30.52,16.95,,15.35,1.12,86.55,0.23,3.28,28.25,39.5,1.58,68.25,16.0,714.25,0.18,0.0,34.1,1.3
2017-03-02 20:00:00,2017-03-02 21:00:00,62.0,163.0,0.92,36.32,20.07,,15.78,1.23,79.18,0.3,3.85,28.0,42.0,1.35,68.0,16.0,714.75,0.18,0.0,33.4,1.95
2017-03-02 21:00:00,2017-03-02 22:00:00,60.25,149.25,1.22,32.7,18.38,,11.0,1.18,80.62,0.3,3.75,28.0,44.25,1.42,68.0,16.0,715.0,0.2,0.0,32.88,2.07
2017-03-02 22:00:00,2017-03-02 23:00:00,53.25,130.75,1.15,27.53,15.58,,12.03,1.03,85.45,0.3,3.73,28.78,46.0,1.42,70.25,16.0,715.25,0.18,0.0,32.52,1.97
2017-03-02 23:00:00,2017-03-03 00:00:00,48.0,118.0,0.8,25.67,14.3,,11.37,0.96,77.87,0.3,3.6,29.77,45.0,1.23,83.0,16.0,716.0,0.1,0.0,32.2,1.8
2017-03-03 00:00:00,2017-03-03 01:00:00,38.5,101.5,1.22,18.75,10.92,,11.25,0.79,81.6,0.23,3.48,29.92,45.5,0.8,80.5,16.0,716.5,0.03,0.0,31.22,1.5
2017-03-03 01:00:00,2017-03-03 02:00:00,32.75,81.25,0.93,15.53,9.03,,12.05,0.77,70.13,0.2,3.45,29.87,46.5,0.6,88.75,16.0,717.0,0.0,0.0,30.2,1.23
2017-03-03 02:00:00,2017-03-03 03:00:00,27.25,81.25,1.1,12.45,7.52,,12.4,0.64,117.52,0.2,3.75,29.75,44.0,0.45,80.5,16.0,717.25,-0.03,0.0,29.55,1.08
2017-03-03 03:00:00,2017-03-03 04:00:00,23.25,62.0,1.35,12.08,7.55,,12.5,0.58,49.93,0.2,4.12,28.47,49.5,0.3,17.5,16.0,718.5,-0.05,0.0,27.62,0.9
2017-03-03 04:00:00,2017-03-03 05:00:00,26.75,66.25,1.42,11.97,7.48,,12.95,0.57,46.8,0.2,4.5,27.82,61.25,0.3,9.25,16.0,719.0,0.0,0.0,26.0,0.8
2017-03-03 05:00:00,2017-03-03 06:00:00,28.25,72.5,1.65,12.25,7.85,,16.5,0.57,55.4,0.2,5.02,27.7,53.0,0.3,9.0,16.0,719.0,0.0,0.0,26.18,0.72
2017-03-03 06:00:00,2017-03-03 07:00:00,35.5,77.75,1.45,13.33,8.28,,14.28,0.77,56.55,0.2,5.15,28.38,52.5,0.35,48.75,16.25,719.0,0.0,0.0,26.5,0.78
2017-03-03 07:00:00,2017-03-03 08:00:00,34.25,73.25,2.12,13.6,8.95,,12.9,0.81,55.9,0.2,5.4,29.7,51.0,0.43,222.5,81.5,716.5,0.0,0.0,27.43,0.85
2017-03-03 08:00:00,2017-03-03 09:00:00,24.5,80.25,1.63,12.72,8.1,,11.72,0.68,98.2,0.2,5.05,29.93,36.0,0.88,105.0,163.5,712.25,0.08,0.0,32.35,0.78
2017-03-03 09:00:00,2017-03-03 10:00:00,22.25,83.75,1.1,12.4,7.48,,13.3,0.56,118.3,0.2,4.62,30.2,33.75,1.35,103.25,247.25,711.5,0.15,0.0,33.98,0.7
2017-03-03 10:00:00,2017-03-03 11:00:00,28.0,91.5,1.25,13.35,8.1,,10.35,0.49,125.42,0.2,4.75,30.82,33.0,1.4,126.25,370.75,711.0,0.1,0.0,35.3,0.58
2017-03-03 11:00:00,2017-03-03 12:00:00,24.25,86.5,4.1,8.38,7.77,,,0.52,145.77,0.1,2.35,29.17,31.0,1.47,113.5,478.75,710.25,0.2,0.0,36.88,0.28
2017-03-03 12:00:00,2017-03-03 13:00:00,21.75,72.25,100.53,9.65,86.85,,8.05,0.58,119.35,0.1,2.1,28.82,29.5,1.6,89.75,495.25,710.0,0.23,0.0,37.75,0.23
2017-03-03 13:00:00,2017-03-03 14:00:00,21.25,64.25,0.28,7.78,4.32,,7.2,0.54,,0.1,2.07,30.97,29.5,1.92,73.25,465.5,710.5,0.33,0.0,38.05,0.2
2017-03-03 14:00:00,2017-03-03 15:00:00,20.5,70.25,0.15,7.82,4.17,,2.18,0.5,,0.1,1.23,34.32,29.0,1.52,91.25,397.75,710.25,0.2,0.0,38.35,0.25
2017-03-03 15:00:00,2017-03-03 16:00:00,18.25,59.25,0.28,8.28,4.62,,5.17,0.44,182.95,0.1,1.55,31.3,28.75,1.58,85.75,299.0,709.75,0.23,0.0,38.43,0.18
2017-03-03 16:00:00,2017-03-03 17:00:00,23.0,63.25,0.47,9.4,5.37,,6.8,0.45,191.65,0.1,1.35,30.38,28.5,1.67,60.75,179.75,710.75,0.28,0.0,37.93,0.23
2017-03-03 17:00:00,2017-03-03 18:00:00,19.5,78.25,0.28,12.97,7.03,,7.6,0.52,107.6,0.1,1.45,30.03,29.75,1.68,61.5,69.0,712.25,0.28,0.0,37.03,0.28
2017-03-03 18:00:00,2017-03-03 19:00:00,26.25,100.0,0.28,18.42,10.02,,11.08,0.67,75.05,0.13,2.47,29.77,32.25,1.85,62.75,16.5,713.75,0.23,0.0,35.38,0.63
2017-03-03 19:00:00,2017-03-03 20:00:00,25.0,118.25,0.63,28.88,15.85,,10.5,0.85,49.25,0.2,3.25,28.95,33.0,1.62,62.5,16.0,714.25,0.25,0.0,34.28,1.22
2017-03-03 20:00:00,2017-03-03 21:00:00,30.25,120.5,1.07,49.65,27.3,,17.25,1.17,19.9,0.33,4.35,28.67,33.75,1.63,61.75,16.0,715.0,0.2,0.0,33.67,2.1
2017-03-03 21:00:00,2017-03-03 22:00:00,33.5,126.0,1.35,52.68,29.1,,13.78,1.26,23.62,0.4,4.5,28.63,37.25,1.25,64.25,16.0,715.0,0.15,0.0,33.0,2.62
2017-03-03 22:00:00,2017-03-03 23:00:00,26.0,123.25,1.4,44.12,24.6,,11.15,1.2,25.78,0.4,4.3,28.97,41.5,0.95,136.0,16.0,715.75,0.05,0.0,31.3,2.52
2017-03-03 23:00:00,2017-03-04 00:00:00,33.5,100.5,1.4,24.03,13.95,,13.17,0.96,42.9,0.35,4.38,29.65,46.0,0.68,108.0,16.0,717.0,0.0,0.0,30.57,2.28
2017-03-04 00:00:00,2017-03-04 01:00:00,29.25,81.0,1.25,17.25,10.17,,11.35,0.85,44.3,0.23,4.22,29.58,48.0,0.45,146.75,16.0,717.25,0.0,0.0,29.85,1.53
2017-03-04 01:00:00,2017-03-04 02:00:00,28.25,76.25,1.38,17.65,10.47,,10.9,0.78,37.2,0.2,4.48,29.58,51.75,0.33,157.0,16.0,718.0,0.0,0.0,28.42,1.2
2017-03-04 02:00:00,2017-03-04 03:00:00,23.75,86.25,1.43,17.85,10.63,,8.02,0.73,67.72,0.2,4.7,29.55,56.25,0.35,157.0,16.0,719.0,0.0,0.0,27.22,1.05
2017-03-04 03:00:00,2017-03-04 04:00:00,26.5,82.5,1.62,18.28,11.1,,7.58,0.7,23.15,0.2,4.85,28.35,58.0,0.3,157.0,16.0,719.0,0.0,0.0,27.0,1.0
2017-03-04 04:00:00,2017-03-04 05:00:00,29.25,114.25,1.9,19.75,12.08,,6.6,0.73,18.9,0.2,5.2,27.73,57.0,0.33,157.0,16.0,719.0,0.0,0.0,26.27,0.97
2017-03-04 05:00:00,2017-03-04 06:00:00,33.0,154.25,2.18,20.85,12.9,,12.07,0.66,24.7,0.2,5.8,27.63,49.5,0.33,156.25,16.0,719.0,0.0,0.0,26.57,0.9
2017-03-04 06:00:00,2017-03-04 07:00:00,32.25,108.5,2.8,19.78,12.8,,12.1,0.73,16.7,0.23,6.68,27.8,62.0,0.33,156.0,17.5,719.5,0.0,0.0,25.7,0.97
2017-03-04 07:00:00,2017-03-04 08:00:00,30.5,114.25,3.5,19.55,13.28,,14.93,0.79,25.2,0.23,6.35,29.25,53.25,1.2,200.75,83.0,717.25,0.08,0.0,27.45,0.92
2017-03-04 08:00:00,2017-03-04 09:00:00,31.75,132.75,2.28,14.33,9.47,,19.0,0.73,50.2,0.23,5.6,29.47,45.25,1.7,254.25,158.5,713.75,0.1,0.0,31.17,1.4
2017-03-04 09:00:00,2017-03-04 10:00:00,31.0,92.0,1.4,12.08,7.55,,16.58,0.61,61.0,0.23,5.5,29.58,43.5,1.62,229.5,246.0,712.5,0.13,0.0,32.73,1.28
2017-03-04 10:00:00,2017-03-04 11:00:00,30.5,81.75,0.95,9.62,5.85,,8.0,0.58,68.92,0.18,4.38,30.38,43.5,1.57,199.0,359.0,712.25,0.15,0.0,34.2,0.73
2017-03-04 11:00:00,2017-03-04 12:00:00,30.5,79.5,3.85,6.32,6.47,,,0.61,100.22,0.1,2.72,29.83,40.75,1.42,188.5,462.5,710.75,0.18,0.0,35.82,0.4
2017-03-04 12:00:00,2017-03-04 13:00:00,34.0,57.5,98.8,7.83,84.37,,8.9,0.67,76.1,0.1,1.47,28.1,38.5,1.3,168.0,477.75,710.0,0.13,0.0,36.88,0.15
2017-03-04 13:00:00,2017-03-04 14:00:00,29.75,58.5,0.2,5.22,2.9,,8.25,0.64,87.93,0.1,1.95,27.97,36.0,1.22,198.0,452.0,710.0,0.15,0.0,37.9,0.18
2017-03-04 14:00:00,2017-03-04 15:00:00,26.25,55.75,0.15,5.52,3.05,,9.33,0.64,78.83,0.1,2.05,28.2,34.25,1.05,158.5,379.75,708.75,0.08,0.0,38.78,0.18
2017-03-04 15:00:00,2017-03-04 16:00:00,26.75,51.25,0.28,5.98,3.37,,10.75,0.63,83.13,0.1,2.57,30.03,34.75,1.3,120.75,286.5,709.75,0.1,0.0,38.5,0.2
2017-03-04 16:00:00,2017-03-04 17:00:00,25.75,51.5,0.3,5.78,3.33,,8.75,0.61,96.98,0.1,2.73,30.17,34.5,1.05,103.25,170.5,710.25,0.1,0.0,38.37,0.2
2017-03-04 17:00:00,2017-03-04 18:00:00,25.25,57.75,0.1,5.67,3.08,,8.2,0.59,102.1,0.05,1.85,29.85,35.5,0.65,141.75,65.5,711.5,0.0,0.0,37.72,0.18
2017-03-04 18:00:00,2017-03-04 19:00:00,29.25,66.25,0.5,7.62,4.48,,9.0,0.63,83.72,0.1,2.37,29.7,38.0,0.48,122.5,16.5,713.75,0.0,0.0,35.32,0.23
2017-03-04 19:00:00,2017-03-04 20:00:00,45.5,123.5,0.68,29.53,16.27,,11.6,1.08,49.65,0.2,3.23,28.63,39.5,1.0,70.0,16.0,714.0,0.08,0.0,34.78,1.73
2017-03-04 20:00:00,2017-03-04 21:00:00,61.25,171.75,1.38,33.65,19.0,,8.8,1.21,30.65,0.3,4.0,27.82,45.25,0.48,112.25,16.0,714.75,0.0,0.0,33.07,2.07
2017-03-04 21:00:00,2017-03-04 22:00:00,45.25,120.25,1.53,21.6,12.78,,9.2,1.06,38.15,0.3,4.2,27.75,51.25,1.25,76.0,16.0,714.75,0.1,0.0,33.48,2.05
2017-03-04 22:00:00,2017-03-04 23:00:00,32.0,82.0,0.97,14.1,8.3,,10.25,0.92,42.95,0.2,3.65,27.72,55.75,1.2,79.25,16.0,715.0,0.1,0.0,33.05,1.4
2017-03-04 23:00:00,2017-03-05 00:00:00,33.75,73.0,0.75,11.65,6.78,,11.23,0.86,46.23,0.2,3.48,29.12,59.0,1.5,82.0,16.0,715.0,0.15,0.0,32.7,1.22
2017-03-05 00:00:00,2017-03-05 01:00:00,31.0,70.75,0.83,10.65,6.3,,9.53,0.78,40.75,0.18,3.17,29.23,63.75,1.3,88.0,16.0,715.5,0.1,0.0,32.07,0.95
2017-03-05 01:00:00,2017-03-05 02:00:00,32.67,63.0,0.97,9.33,5.73,,6.3,0.76,26.77,0.1,3.1,29.23,70.0,0.77,85.0,16.0,716.0,0.03,0.0,31.3,0.7
2017-03-05 02:00:00,2017-03-05 03:00:00,29.75,59.0,1.37,9.32,6.1,,8.32,0.74,63.5,0.1,3.15,29.17,72.75,0.62,116.25,16.0,716.0,-0.03,0.0,30.75,0.7
2017-03-05 03:00:00,2017-03-05 04:00:00,30.25,52.75,1.35,9.17,5.98,,4.93,0.69,23.25,0.1,3.38,28.6,75.25,0.58,124.75,16.0,716.25,-0.03,0.0,30.12,0.7
2017-03-05 04:00:00,2017-03-05 05:00:00,33.75,52.75,1.58,8.48,5.8,,4.0,0.66,19.62,0.1,3.48,27.18,76.0,0.38,146.5,16.0,716.75,0.0,0.0,29.48,0.65
2017-03-05 05:00:00,2017-03-05 06:00:00,31.0,55.0,1.95,8.8,6.3,,4.18,0.68,12.83,0.1,3.83,27.15,81.0,0.67,178.75,16.0,717.0,0.03,0.0,28.4,0.63
2017-03-05 06:00:00,2017-03-05 07:00:00,27.25,55.5,3.07,11.9,8.85,,8.58,0.75,7.98,0.13,4.15,27.05,82.25,1.02,210.5,17.25,717.0,0.05,0.0,28.27,0.83
2017-03-05 07:00:00,2017-03-05 08:00:00,34.33,65.67,3.87,11.77,9.43,,13.27,0.78,12.17,0.27,4.77,28.6,78.0,0.57,212.67,79.33,715.33,0.0,0.0,29.5,0.73
2017-03-05 08:00:00,2017-03-05 09:00:00,36.25,82.25,4.05,13.3,10.38,,20.38,0.8,24.9,0.33,5.33,29.05,65.5,0.55,215.75,152.5,711.75,0.05,0.0,32.15,0.7
2017-03-05 09:00:00,2017-03-05 10:00:00,36.0,72.0,2.35,10.98,7.8,,16.68,0.61,37.32,0.23,4.93,29.2,60.0,1.38,167.5,245.0,712.0,0.13,0.0,33.52,0.53
2017-03-05 10:00:00,2017-03-05 11:00:00,23.5,48.5,0.95,8.82,5.48,,12.68,0.56,46.23,0.15,4.2,30.02,54.5,1.38,150.75,352.0,711.25,0.15,0.0,35.15,0.45
2017-03-05 11:00:00,2017-03-05 12:00:00,24.0,51.0,5.17,6.73,7.8,,125.1,0.69,56.3,0.1,3.67,29.1,48.0,1.37,142.33,440.0,710.33,0.1,0.0,36.83,0.33
2017-03-05 12:00:00,2017-03-05 13:00:00,28.0,52.75,98.2,8.45,84.3,,11.67,0.68,60.32,0.1,3.33,28.05,45.25,1.18,130.5,274.25,710.25,0.13,0.0,37.25,0.3
2017-03-05 13:00:00,2017-03-05 14:00:00,26.75,51.25,0.35,6.18,3.6,,10.8,0.63,64.07,0.1,3.23,27.77,39.75,1.52,222.25,341.0,709.5,0.13,0.0,38.15,0.3
2017-03-05 14:00:00,2017-03-05 15:00:00,22.75,48.75,0.55,5.5,3.4,,9.92,0.63,68.7,0.1,3.38,27.68,36.75,1.8,219.5,344.5,709.75,0.13,0.0,38.58,0.3
2017-03-05 15:00:00,2017-03-05 16:00:00,21.0,48.0,0.47,6.0,3.57,,11.5,0.61,72.7,0.1,3.4,28.87,36.0,1.3,218.0,261.0,709.67,0.07,0.0,38.93,0.3
2017-03-05 16:00:00,2017-03-05 17:00:00,21.0,48.25,0.45,6.45,3.8,,12.55,0.61,75.02,0.1,3.5,29.15,37.75,1.38,218.0,108.25,711.0,0.13,0.0,38.13,0.3
2017-03-05 17:00:00,2017-03-05 18:00:00,26.5,49.25,0.58,6.07,3.7,,12.03,0.61,72.75,0.1,3.5,29.2,39.75,1.62,215.25,61.75,711.5,0.15,0.0,37.72,0.3
2017-03-05 18:00:00,2017-03-05 19:00:00,27.5,52.25,0.7,6.65,4.15,,5.27,0.59,72.03,0.1,3.48,29.1,43.0,0.73,179.5,16.5,713.0,0.03,0.0,36.3,0.3
2017-03-05 19:00:00,2017-03-05 20:00:00,34.25,72.5,0.83,15.97,9.15,,8.73,0.82,48.62,0.13,3.7,28.7,48.75,1.62,63.5,16.0,714.0,0.2,0.0,35.28,0.65
2017-03-05 20:00:00,2017-03-05 21:00:00,34.5,112.5,0.88,19.4,10.97,,8.52,0.91,42.95,0.2,3.43,27.8,49.5,1.58,65.0,16.0,714.0,0.23,0.0,34.68,0.98
2017-03-05 21:00:00,2017-03-05 22:00:00,40.25,104.0,1.13,19.58,11.33,,8.98,0.94,39.98,0.2,3.23,27.8,53.0,1.25,69.25,16.0,714.0,0.18,0.0,34.18,1.3
2017-03-05 22:00:00,2017-03-05 23:00:00,34.0,79.25,1.08,15.9,9.38,,8.17,0.89,42.88,0.2,3.18,27.7,56.5,1.08,69.25,16.0,714.0,0.1,0.0,33.68,1.2
2017-03-05 23:00:00,2017-03-06 00:00:00,34.0,74.75,1.3,23.05,13.3,,10.92,0.95,25.43,0.2,3.35,29.0,61.0,0.67,105.5,16.0,715.0,0.03,0.0,33.0,1.2
2017-03-06 00:00:00,2017-03-06 01:00:00,41.67,89.67,1.63,22.13,13.13,,9.53,0.84,24.53,0.2,3.7,29.5,65.0,0.3,77.33,16.0,715.67,0.0,0.0,32.13,1.23
2017-03-06 01:00:00,2017-03-06 02:00:00,42.25,90.25,4.03,29.75,19.1,,7.0,0.9,7.03,0.28,4.03,29.5,73.0,0.38,135.5,16.0,716.5,0.0,0.0,30.58,1.27
2017-03-06 02:00:00,2017-03-06 03:00:00,52.0,127.0,6.15,29.57,20.72,,6.9,0.97,48.67,0.45,5.05,29.5,73.25,0.35,264.75,16.25,716.75,0.0,0.0,29.95,1.72
2017-03-06 03:00:00,2017-03-06 04:00:00,54.5,139.0,12.0,29.18,25.3,,7.9,0.98,7.82,0.4,5.38,29.53,77.0,0.3,275.75,16.0,717.0,0.0,0.0,29.1,1.85
2017-03-06 04:00:00,2017-03-06 05:00:00,56.5,134.75,10.4,22.25,20.3,,6.17,0.84,7.32,0.35,5.3,27.35,81.5,0.45,162.5,16.0,716.75,0.0,0.0,29.35,1.65
2017-03-06 05:00:00,2017-03-06 06:00:00,39.5,88.0,6.78,16.83,14.48,,5.08,0.74,8.53,0.3,4.98,27.03,80.25,0.75,171.0,16.0,716.5,0.03,0.0,29.15,1.28
2017-03-06 06:00:00,2017-03-06 07:00:00,38.75,79.25,9.5,21.97,19.4,,8.67,0.94,3.2,0.28,4.9,27.0,82.0,0.33,222.75,17.25,716.5,0.0,0.0,28.1,1.18
2017-03-06 07:00:00,2017-03-06 08:00:00,41.25,112.25,11.48,20.73,20.38,,10.98,0.95,6.35,0.3,5.07,28.2,78.75,0.43,186.25,76.25,715.0,0.0,0.0,29.8,1.13
2017-03-06 08:00:00,2017-03-06 09:00:00,43.67,104.0,9.27,21.0,18.67,,13.17,0.97,17.23,0.3,4.93,29.03,73.33,1.47,58.0,144.33,713.67,0.2,0.0,31.87,1.17
